"G00382","G001B","G0019B","G002","G00368C","G00847A","G00440C","G00340","G00643B","G00754C","G00160B","G00972B","G00648B","G00792B","G00680","G004A","G00631B","G00312C","G00288A","G0048B","G0073B","G0051A","G00391","G00435A","G00599B","G00527A","G00237A","G00639C","G00388","G00625","G00196B","G00822","G00383C","G00604B","G00525C","G00578A","G00521A","G00751A","G00245B","G00662A","G0027A","G0067","G00685","G00376","G00683A","G0016C","G001000A","G00621","G00426","G00516C","G00650B","G00654","G00869A","G00518B","G0026","G00102C","G00831A","G00814A","G00394B","G00141B","G00672","G00451","G00529B","G00767A","G00362","G00581","G00249C","G00982B","G00556A","G00428","G00210","G00481A","G00663","G00771B","G00731C","G00131","G00779","G00941C","G0020C","G00161C","G00479A","G00437C","G0047","G00287B","G00446","G00665C","G00592A","G00594B","G0083A","G00905","G00686B","G00223B","G00830C","G00699C","G00468A","G00202C","G00144A","G00864","G00398","G00171A"
0,0.415809397470683,0.0610184997916448,0.431481557289358,0.28834435146764,0.100407419576077,0.269549650845822,0.27747304819425,0.312228536755973,0.425685283608618,0.222696217655711,0.314511950395273,0.272628694144388,0.27393557965039,0.389262694159363,0.0194244763470558,0.0602279064858895,0.397768865340571,0.288122280062986,0.13541015824782,0.422213742127524,0.218937369395738,0.458686659979928,0.260767073159497,0.315054637601859,0.216866852142673,0.155877529857951,0.334018308671033,0.168486328876472,0.339072348166009,0.402233454184486,0.402262068791708,0.136501909667321,0.150637951128207,0.298492203831423,0.307847172654127,0.199012739559459,0.439510807244323,0.378467554248777,0.271988278972697,0.134430855110291,0.408011584874457,0.250020746924362,0.279982930602808,0.291272901958393,0.402933357499371,0.182015386372003,0.0615096709248249,0.499936645579362,0.409878466555295,0.313529549400652,0.390563934645647,0.415335353748845,0.405563006859824,0.225912481662541,0.256363297515112,0.209514073987065,0.198545045147941,0.341542027547639,0.245006180022431,0.350154091504583,0.0421401815773648,0.533389790315157,0.256822167554908,0.121162646083354,0.291017167805763,0.334850051475002,0.257555564905129,0.356704982369937,0.585129432592378,0.295696231440866,0.362409036434502,0.384181883587942,0.465113506029906,0.153671999899928,0.373971402037771,0.304597723480564,0.391569604966972,0.252581699433983,0.362394564917135,0.338016175781871,0.130637625179673,0.0272276015838606,0.262128311968966,0.380362310557678,0.0229093575754606,0.356270216511037,0.133652980634997,0.347884791083135,0.230175922719597,0.20910282765028,0.0941549887647385,0.147125042400922,0.330926722555363,0.490273258057949,0.319978269197902,0.337322371771538,0.229049448379723,0.0638633847045351,0.326670495225322
0.415809397470683,0,0.386943351754403,0.684056577066112,0.425157252412146,0.366159791966518,0.342847902631161,0.14280014310233,0.105867615498142,0.840081717272462,0.405631868909614,0.375417210605129,0.435606279692487,0.66612020511348,0.748046659491844,0.425822317412162,0.474589075173296,0.692225870833985,0.31080481233719,0.548850731496322,0.633972394718248,0.408664819683808,0.874103260841593,0.382306012516045,0.586310184394532,0.462201455041996,0.503744598711697,0.746587420908255,0.35517065374152,0.733923702978543,0.752470183135767,0.560650634225438,0.279889774673126,0.56293099247096,0.360963496168391,0.636943883694415,0.613740277427072,0.758704227529996,0.645363929611019,0.148965564525664,0.327381407112383,0.80948345899328,0.627848635157618,0.494513806874792,0.399450729446714,0.813736073658757,0.545984858619972,0.40861765601755,0.653660828380835,0.727169745292542,0.475509110009928,0.546770851187048,0.729373628676999,0.668669002538065,0.510382237374725,0.643182254543362,0.227494083176565,0.608522903671024,0.114612102468193,0.479656708310775,0.0808807653446406,0.400111317397251,0.949138557457574,0.340263332473163,0.4617737771186,0.242988381101736,0.442431507423957,0.493997963560616,0.668766447106004,1,0.430847741667345,0.0873513859655028,0.64817058481611,0.861339757388135,0.520228505334758,0.751769372604025,0.615738571080932,0.803983932289767,0.210284089766161,0.692839213944062,0.745051420551107,0.542475464399905,0.390282776607608,0.662126555229596,0.687752865883674,0.392913037898546,0.758396443374801,0.304469581905964,0.123932388041916,0.274243534503935,0.566717995138192,0.46373329054884,0.26973538885221,0.0951234876476023,0.905839949350625,0.715176695198701,0.670842237566584,0.526460249398769,0.372367982171311,0.726202920887213
0.0610184997916448,0.386943351754403,0,0.394739102463921,0.229520466354135,0.0397375336735076,0.208626440950853,0.244691458005598,0.288119939197256,0.466236063567975,0.265890262623113,0.253538723818466,0.215146502104606,0.329372682293019,0.381907554804774,0.0804329142074167,0.112207561502136,0.458550964233779,0.310833977976872,0.183336522143852,0.478716671951656,0.160705531663473,0.490800380089617,0.200199490037094,0.277829927734536,0.166840491040703,0.133813682007355,0.378086970864179,0.202443724767853,0.392737118845391,0.462132432563555,0.349859649516632,0.111727021801815,0.19935844350416,0.329789187406707,0.368862698573018,0.242287890637825,0.419438081640636,0.438050456489107,0.238709700033051,0.156484279056899,0.458454369804135,0.308686887273016,0.229406161132393,0.231022555623797,0.447949706334979,0.242826640658441,0.114021152658276,0.44974654541968,0.470880163166768,0.361211743043756,0.33752157297361,0.476349993910419,0.465216194258132,0.186202072868885,0.313373633142357,0.166829593657486,0.222391436983392,0.301235739921584,0.298129653684221,0.329139553922218,0.0199847862218539,0.566976682075611,0.195926921419291,0.180345468022906,0.300320540879268,0.27582790057628,0.209248820040024,0.332188758064759,0.615211857086115,0.338383147397392,0.324563854836463,0.443669779710148,0.477199074380826,0.214611546947895,0.431068106263446,0.365390706133245,0.435142116626774,0.251031916281608,0.343897522078564,0.386514109750453,0.180774558391253,0.0430909909468772,0.315289457270474,0.44132767990495,0.0533355290291465,0.372091921080783,0.0862995957239256,0.305549108718747,0.174049400774561,0.195671613232466,0.0797366593458483,0.120141564631338,0.309727492854701,0.522889231003631,0.373807072744095,0.398238635391783,0.193405803789905,0.015659972292741,0.378911389580454
0.431481557289358,0.684056577066112,0.394739102463921,0,0.26058040826269,0.380438263473249,0.342313430441437,0.558258052501476,0.617123339126326,0.545136976239321,0.65417036898933,0.319969444243653,0.248468364370972,0.561035896939505,0.209018233508552,0.444823024739929,0.431278517296043,0.768294087355294,0.704492969514876,0.440110437485475,0.831863944351153,0.281193835870122,0.50406050139769,0.301858085662777,0.117001940187679,0.238686321854496,0.2780940421264,0.512756730509148,0.595951126297274,0.591341599786593,0.716805694400307,0.155709172425201,0.481609335029506,0.449024145386795,0.724423004650493,0.67133400348118,0.441358168795696,0.131417170125729,0.769925916398861,0.552375879830477,0.551185101928067,0.612929384758783,0.575696993993092,0.191202866432031,0.288038553819847,0.564224047849102,0.555983863231941,0.492621777068811,0.153769103561614,0.75911237091059,0.743371053348344,0.164206082370602,0.766386969052585,0.794641780996812,0.208540060931136,0.563116034206958,0.476234100569267,0.358328711988615,0.570286320462561,0.669738847542119,0.659793005574332,0.401291691950057,0.566642713744102,0.343927745181236,0.537704993634241,0.685716734047577,0.256115748764297,0.198158445799708,0.111341972672076,0.577684162292748,0.727177772115987,0.598359781701881,0.776249643502507,0.366635634799154,0.53795123414818,0.652863218953809,0.683504783911657,0.545421007673068,0.627483855368102,0.141845732391909,0.547814154848733,0.447671887417873,0.431373192310204,0.534442238361076,0.744530519953215,0.439673105384674,0.343862531679679,0.427979357734985,0.563608657150359,0.412123434493557,0.244110205524429,0.338354436282686,0.484292620593401,0.64279775251349,0.52878056581388,0.579132075509345,0.688507998589011,0.202694957833643,0.407376038610666,0.570154132008289
0.28834435146764,0.425157252412146,0.229520466354135,0.26058040826269,0,0.194979651595142,0.0823127050969544,0.307161266920067,0.366856935642513,0.606515630084353,0.485724944933008,0.0668685856284895,0.0236536474694497,0.526779704294915,0.373338719866069,0.307397384713381,0.324118525794773,0.684363374350657,0.499308419571384,0.375878091816026,0.707958143582653,0.0695751169539516,0.601137220854633,0.0456515247582426,0.179037152263273,0.100664284001853,0.207267729426701,0.536796430740364,0.415977514167732,0.581029505754243,0.674015687181535,0.143796623107632,0.267349947378815,0.390954110927959,0.531134021792372,0.591541436998934,0.415056579241599,0.353231467948658,0.666809703868926,0.3017408494039,0.362904263616376,0.63240890062643,0.518265874461929,0.08263963900814,0.0285316053537451,0.604233671654343,0.464132745378643,0.343332668474245,0.2456205994428,0.692313957439258,0.583702254735007,0.129550842114689,0.69831228435449,0.69389509930172,0.1442468448897,0.516806095416009,0.233094946641616,0.354051848270954,0.31078995811489,0.526008178486051,0.408079528933044,0.246501602788513,0.676415834844885,0.0859235042940294,0.409343707819491,0.464459966681768,0.046556803140161,0.0976632716810358,0.269832984880634,0.709169929029027,0.555487952483705,0.338695117960743,0.672525832770268,0.521223148515809,0.437533560494485,0.630535316756862,0.591384100802595,0.587626668641888,0.400519724489853,0.30261826847181,0.558281532144072,0.378020399568304,0.272430087016817,0.506380820036385,0.665612418015769,0.282723418838121,0.444947444120916,0.212612473092026,0.303465385287692,0.159959664744667,0.24112071307121,0.229327859884866,0.265586251076712,0.392529837424094,0.632228453227264,0.563598561227965,0.618582032117389,0.161855720642647,0.233808864746133,0.563170517667854
0.100407419576077,0.366159791966518,0.0397375336735076,0.380438263473249,0.194979651595142,0,0.16916799491607,0.223408124962438,0.272025926889334,0.499034440149938,0.293096900697591,0.214865268477465,0.182631815815023,0.368252396842677,0.388999124259496,0.119743805150046,0.151263915642652,0.497129731893531,0.324951622888749,0.220657055383392,0.513347205905938,0.127905710926958,0.519469819514618,0.162795978534774,0.264839026300722,0.14472373894497,0.13982259710916,0.412751846984316,0.225808668277474,0.430991896705074,0.501868626925839,0.321963506604313,0.104995047051358,0.23675718725335,0.348906067749818,0.408134592059888,0.277495906255835,0.417467560118715,0.475288877347768,0.217212886465296,0.175464914445301,0.495455152010148,0.348312675650928,0.204854998650376,0.19415336181066,0.482772766149055,0.282397184480685,0.149402225977787,0.423412022267875,0.510214902685078,0.390216160457163,0.309059449924126,0.515620193012907,0.502497403998742,0.173839293740267,0.352673023815492,0.140369923507249,0.24990110565959,0.273584827574411,0.331029874240882,0.314424439105555,0.0596486000813766,0.596093902764588,0.156425835835051,0.217857552084743,0.306231738795466,0.240737006200022,0.187575984979709,0.328191180702289,0.642380605313608,0.364427285131787,0.29834511507912,0.480813974170662,0.495180053511254,0.254077939877319,0.470315083143081,0.40402340001998,0.469386110292077,0.251236555551884,0.344041270358614,0.422923671808438,0.218725993936254,0.0794623899982559,0.353518676752068,0.480271154640584,0.0896409311526684,0.393112520165568,0.0619199757553054,0.276440257591057,0.136546198896269,0.203457867464646,0.0989084145108176,0.110465295949086,0.295222485440376,0.551675871225674,0.412142076756456,0.437729108928886,0.184376576467103,0.0392827905141075,0.416708536791413
0.269549650845822,0.342847902631161,0.208626440950853,0.342313430441437,0.0823127050969544,0.16916799491607,0,0.227819183941914,0.287381462093436,0.637044305672516,0.44090995332159,0.0511461909981774,0.0948497638580802,0.531187535181058,0.439133730172023,0.288906964285886,0.317053094681438,0.665659816822495,0.438107008746994,0.380174142117651,0.674240832241842,0.090026455985489,0.641739775197519,0.0421570205394244,0.253579784736043,0.146425099936462,0.236270231325591,0.559248658157568,0.369005252878077,0.590824593376414,0.669804057181378,0.221889810361784,0.211695691585578,0.396113823291968,0.474313922961954,0.577291095070596,0.429159703536075,0.42900506567565,0.641712809562264,0.222689902732674,0.314793015120851,0.649605919952192,0.515151907909984,0.157149296734173,0.0575495248046138,0.628630797384697,0.451449659072503,0.315548749768178,0.320938301169429,0.679381241789114,0.539378197941073,0.207666485048316,0.684772386084234,0.668938810032354,0.197886487322633,0.517626880907755,0.160414270968876,0.380810562358599,0.228485984947101,0.489944371889681,0.32777912207459,0.22820238151907,0.718296427042371,0.0128365964108078,0.385601764597797,0.396853691535104,0.106611194382962,0.163756977890887,0.342453755311063,0.756136475663567,0.507065034991176,0.256415460374923,0.64705296796907,0.578807076431088,0.423215766712188,0.634539704739786,0.572678093660865,0.613299946919928,0.331606603749044,0.372558957670931,0.575607624038496,0.380117916533151,0.247881797842781,0.513917521930762,0.649213328588619,0.257807628767827,0.493243867841187,0.162394672220489,0.221337416465779,0.0838529049491502,0.284845636411611,0.236914065230508,0.207277199383492,0.312883983070646,0.673588485925627,0.572452765689235,0.606857867713451,0.216217444999812,0.207317467498379,0.574794211990588
0.27747304819425,0.14280014310233,0.244691458005598,0.558258052501476,0.307161266920067,0.223408124962438,0.227819183941914,0,0.0596970274590985,0.703147059868031,0.316776081346794,0.270758024672178,0.312941905781605,0.53857349325486,0.607551623943225,0.289282741198534,0.33727884022416,0.595007466275703,0.258287197290395,0.412320683657897,0.55954468217104,0.277694734695225,0.733826077203548,0.261833863464114,0.454153763711068,0.327590477106402,0.361555707712295,0.610972132574816,0.252448683558426,0.60610004947319,0.639702562946396,0.44952363125195,0.141080818854002,0.427040487537082,0.305460242994255,0.527592874999127,0.476456504887899,0.623243288471505,0.554588381606104,0.00627929084622986,0.211179039740274,0.679503444598406,0.504196340104666,0.367056166983927,0.285102253065514,0.679282453943517,0.423765926463787,0.278960940722629,0.548616366519704,0.624058529720386,0.403999491237925,0.435268963309181,0.627318796281964,0.58006002655296,0.373472300552101,0.51706507650936,0.0864394008766355,0.466824433635313,0.0751739445702267,0.386372925920309,0.101589832392481,0.258598500235838,0.809388724139519,0.221663283396127,0.339811617629438,0.198821784108534,0.333965430115254,0.362809145333131,0.532881234750991,0.859128354365167,0.362120189245651,0.0881142815772597,0.558397973099714,0.718573256312355,0.396278825541418,0.630071375343257,0.510696021029292,0.668533132729157,0.137450478053109,0.554961510254745,0.61235966134376,0.406692760019019,0.251105201874153,0.531819537783068,0.586489696528115,0.254797851913691,0.61567243984719,0.16167203141709,0.0878079154848306,0.147548896374647,0.424786971575017,0.320970203057633,0.130358340745273,0.0853791085718514,0.765733043326573,0.587071259368937,0.561281582788404,0.388707287218003,0.230397568541508,0.59655881488593
0.312228536755973,0.105867615498142,0.288119939197256,0.617123339126326,0.366856935642513,0.272025926889334,0.287381462093436,0.0596970274590985,0,0.735104758957742,0.309232467437788,0.329597257183105,0.372473020077681,0.560316365602051,0.659849921769598,0.321339334477295,0.370257878962092,0.594300648133159,0.230078964253864,0.444042026463251,0.545854369843437,0.336166370989134,0.770915147381578,0.321513793766899,0.511763959223071,0.384725580048179,0.411699437710465,0.641295812772813,0.253309437691361,0.628122732073538,0.649461195300613,0.509162079670998,0.177968556233598,0.457896070147675,0.279788361862879,0.53467939025731,0.509105039994663,0.679248573382163,0.549859450512144,0.0651881863510157,0.222222320544341,0.703617388783194,0.522387989281107,0.425948881840118,0.344727892879094,0.708175941494037,0.440622552893111,0.302821749290762,0.608031257103793,0.627166401301167,0.387666639221178,0.494911967061151,0.629751051292015,0.574177578125086,0.429328705596014,0.537469672918475,0.142233070575258,0.507448758803883,0.0997162670947355,0.382213733632004,0.0432871642030445,0.299640042922245,0.845476385246371,0.281345188660238,0.356307883722543,0.164492324521264,0.39334756565372,0.420930153276179,0.588838056042788,0.89728293695791,0.343876882969763,0.0946262008604098,0.553099316733573,0.765110129337053,0.414624417165202,0.646713204294152,0.51476075766119,0.698620645429182,0.114837673799954,0.60970354464658,0.639294921177333,0.437441521181613,0.287398281704916,0.556263968756312,0.588302638184522,0.289328871033357,0.660130225347352,0.210331707922441,0.115269176823246,0.20717721541834,0.475294381112399,0.366784481168625,0.168489198734825,0.0257446923040489,0.802482296430332,0.609356193010127,0.568599309679282,0.443993916921423,0.272987075238899,0.62033721892933
0.425685283608618,0.840081717272462,0.466236063567975,0.545136976239321,0.606515630084353,0.499034440149938,0.637044305672516,0.703147059868031,0.735104758957742,0,0.518560787841375,0.663345356460474,0.583048422656741,0.208261685171237,0.346348950011335,0.414416615688748,0.365953847155545,0.392227589746751,0.636420597228345,0.291258078940123,0.516445755130448,0.551788175765413,0.0843676173877171,0.607160860201234,0.487339315278243,0.505951286320008,0.402242631860096,0.0955156255729878,0.521534987853725,0.160939159039083,0.281034831432216,0.635050073279011,0.562103828445138,0.277208792778038,0.615884290527262,0.331792631606985,0.226694725903781,0.443548447606899,0.432514051148393,0.697673545330818,0.525091368953428,0.10857791271518,0.257598767277339,0.542232116794149,0.626181115047513,0.0492058437446245,0.326319424602985,0.434650368480371,0.689825493989955,0.352819038796052,0.54309284785185,0.631669783323442,0.359942068447235,0.443095120041642,0.465717192025563,0.233459029058449,0.632094977334392,0.256247403245738,0.765947491376773,0.46905731516941,0.770322646850964,0.448984865033353,0.126339407998886,0.626887531644564,0.397819066250995,0.671869484201207,0.64447600177533,0.517702844969144,0.43514687099146,0.189035331463456,0.562909371116376,0.787713388633267,0.437658138644473,0.240241207253978,0.342227413668846,0.207079136077957,0.363039734382877,0.0438874879853467,0.656330774412122,0.403431920721936,0.113704149209299,0.297663897387811,0.45225100987042,0.196706536155594,0.36770475662158,0.44835476559926,0.202743901610614,0.552251431810792,0.771197611736915,0.633546951755922,0.367523441658996,0.40573100224285,0.572789090976358,0.751618741996956,0.0982957005170542,0.170000298059653,0.319196519690523,0.450225874498908,0.478127570371119,0.150946436496586
